rame,marche,gare_depart,depart,gare_arrivee,arrivee,vide_voyageur,type,axe,distance_km,materiel
23507,EVM6.533MSC,MBC,6.2,MSC,6.283,True,MOVE,marseille – avignon,2.0,2NPG
23507,879610,MSC,6.533,AVI,8.517,False,MOVE,marseille – avignon,104.0,2NPG
23508,EVM6.85AVI,AVG,6.5169999999999995,AVI,6.6,True,MOVE,marseille – avignon,2.0,2NPG
23508,879511,AVI,6.85,MSC,8.1,False,MOVE,marseille – avignon,104.0,2NPG
23509,EVM6.983AVI,AVG,6.6499999999999995,AVI,6.733,True,MOVE,marseille – avignon,2.0,2NPG
23509,879615,AVI,6.983,MSC,8.767,False,MOVE,marseille – avignon,104.0,2NPG
23510,EVM7.05MSC,MBC,6.717,MSC,6.8,True,MOVE,marseille – avignon,2.0,2NPG
23510,879614,MSC,7.05,AVI,8.933,False,MOVE,marseille – avignon,104.0,2NPG
23505,879621,AVI,7.533,MSC,9.35,False,MOVE,marseille – avignon,104.0,2NPG
23501,879510,MSC,7.667,AVI,9.083,False,MOVE,marseille – avignon,104.0,2NPG
23504,879625,AVI,7.983,MSC,9.8,False,MOVE,marseille – avignon,104.0,2NPG
23502,879618,MSC,8.1,AVV,10.283,False,MOVE,marseille – avignon,107.0,2NPG
23511,EVM8.633AVV,AVG,8.299999999999999,AVV,8.383,True,MOVE,marseille – avignon,2.0,2NPG
23511,879629,AVV,8.633,MSC,10.767,False,MOVE,marseille – avignon,107.0,2NPG
23503,879620,MSC,8.967,AVI,11.033,False,MOVE,marseille – avignon,104.0,2NPG
23507,879527,AVI,8.983,MSC,10.317,False,MOVE,marseille – avignon,104.0,2NPG
23506,222222,MSC,9.0,MAS,9.75,True,MOVE,marseille – avignon,53.0,2NPG
23502,879633,AVV,10.633,MSC,12.8,False,MOVE,marseille – avignon,107.0,2NPG
23504,879522,MSC,10.667,AVI,12.033,False,MOVE,marseille – avignon,104.0,2NPG
23506,879688,MAS,10.817,AVV,12.283,False,MOVE,marseille – avignon,73.0,2NPG
23505,EVI23505,MSC,9.6,MBC,9.683,True,MOVE,marseille – avignon,2.0,2NPG
23505,EVO23505,MBC,10.717,MSC,10.8,True,MOVE,marseille – avignon,2.0,2NPG
23505,879666,MSC,11.05,CVN,12.25,False,MOVE,marseille – avignon,71.0,2NPG
23501,EVI23501,AVI,9.333,AVG,9.416,True,MOVE,marseille – avignon,2.0,2NPG
23501,EVO23501,AVG,11.65,AVI,11.733,True,MOVE,marseille – avignon,2.0,2NPG
23501,879539,AVI,11.983,MSC,13.317,False,MOVE,marseille – avignon,104.0,2NPG
23507,EVI23507,MSC,10.567,MBC,10.65,True,MOVE,marseille – avignon,2.0,2NPG
23507,EVO23507,MBC,11.767,MSC,11.85,True,MOVE,marseille – avignon,2.0,2NPG
23507,879626,MSC,12.1,AVV,14.283,False,MOVE,marseille – avignon,107.0,2NPG
23505,879667,CVN,12.5,MSC,13.767,False,MOVE,marseille – avignon,71.0,2NPG
23506,879637,AVV,12.633,MSC,14.883,False,MOVE,marseille – avignon,107.0,2NPG
23503,EVI23503,AVI,11.283,AVG,11.366,True,MOVE,marseille – avignon,2.0,2NPG
23503,EVO23503,AVG,12.65,AVI,12.733,True,MOVE,marseille – avignon,2.0,2NPG
23503,879543,AVI,12.983,MSC,14.383,False,MOVE,marseille – avignon,104.0,2NPG
23502,879670,MSC,13.05,CVN,14.25,False,MOVE,marseille – avignon,71.0,2NPG
23501,879630,MSC,14.1,AVV,16.283,False,MOVE,marseille – avignon,107.0,2NPG
23502,879671,CVN,14.55,MSC,15.817,False,MOVE,marseille – avignon,71.0,2NPG
23507,879641,AVV,14.633,MSC,16.733,False,MOVE,marseille – avignon,107.0,2NPG
23503,879538,MSC,14.65,AVI,16.067,False,MOVE,marseille – avignon,104.0,2NPG
23505,EVI23505,MSC,14.017,MBC,14.1,True,MOVE,marseille – avignon,2.0,2NPG
23505,EVO23505,MBC,14.767,MSC,14.85,True,MOVE,marseille – avignon,2.0,2NPG
23505,879674,MSC,15.1,CVN,16.25,False,MOVE,marseille – avignon,71.0,2NPG
23506,879542,MSC,15.667,AVI,16.983,False,MOVE,marseille – avignon,104.0,2NPG
23504,EVI23504,AVI,12.283,AVG,12.366,True,MOVE,marseille – avignon,2.0,2NPG
23504,EVO23504,AVG,15.65,AVI,15.733,True,MOVE,marseille – avignon,2.0,2NPG
23504,879555,AVI,15.983,MSC,17.333,False,MOVE,marseille – avignon,104.0,2NPG
23502,879634,MSC,16.1,AVI,17.933,False,MOVE,marseille – avignon,104.0,2NPG
23505,879675,CVN,16.55,MSC,17.8,False,MOVE,marseille – avignon,71.0,2NPG
23508,EVI23508,MSC,8.35,MBC,8.433,True,MOVE,marseille – avignon,2.0,2NPG
23508,EVO23508,MBC,16.284000000000002,MSC,16.367,True,MOVE,marseille – avignon,2.0,2NPG
23508,879638,MSC,16.617,AVI,18.517,False,MOVE,marseille – avignon,104.0,2NPG
23507,879642,MSC,16.967,AVI,18.933,False,MOVE,marseille – avignon,104.0,2NPG
23503,879645,AVI,17.017,MSC,18.75,False,MOVE,marseille – avignon,104.0,2NPG
23506,879649,AVI,17.5,MSC,19.333,False,MOVE,marseille – avignon,104.0,2NPG
23509,EVI23509,MSC,9.017,MBC,9.1,True,MOVE,marseille – avignon,2.0,2NPG
23509,EVO23509,MBC,17.200000000000003,MSC,17.283,True,MOVE,marseille – avignon,2.0,2NPG
23509,879646,MSC,17.533,AVI,19.517,False,MOVE,marseille – avignon,104.0,2NPG
23504,879546,MSC,17.95,AVI,19.15,False,MOVE,marseille – avignon,104.0,2NPG
23510,EVI23510,AVI,9.183,AVG,9.266,True,MOVE,marseille – avignon,2.0,2NPG
23510,EVO23510,AVG,17.667,AVI,17.75,True,MOVE,marseille – avignon,2.0,2NPG
23510,879651,AVI,18.0,MSC,19.883,False,MOVE,marseille – avignon,104.0,2NPG
23505,879650,MSC,18.05,AVI,19.95,False,MOVE,marseille – avignon,104.0,2NPG
23511,EVI23511,MSC,11.017,MBC,11.1,True,MOVE,marseille – avignon,2.0,2NPG
23511,EVO23511,MBC,18.234,MSC,18.317,True,MOVE,marseille – avignon,2.0,2NPG
23511,879654,MSC,18.567,AVI,20.5,False,MOVE,marseille – avignon,104.0,2NPG
23502,879571,AVI,19.0,MSC,20.383,False,MOVE,marseille – avignon,104.0,2NPG
23508,879653,AVI,19.0,MSC,20.75,False,MOVE,marseille – avignon,104.0,2NPG
23503,879656,MSC,19.55,AVI,21.517,False,MOVE,marseille – avignon,104.0,2NPG
23506,999999,MSC,20.0,MAS,20.75,True,MOVE,marseille – avignon,53.0,2NPG
23502,879570,MSC,20.617,AVI,22.033,False,MOVE,marseille – avignon,104.0,2NPG
23504,EVI23504,AVI,19.4,AVG,19.482999999999997,True,MOVE,marseille – avignon,2.0,2NPG
23504,EVO23504,AVG,20.667,AVI,20.75,True,MOVE,marseille – avignon,2.0,2NPG
23504,879577,AVI,21.0,MSC,22.417,False,MOVE,marseille – avignon,104.0,2NPG
23508,879999,MSC,21.0,MAS,21.75,True,MOVE,marseille – avignon,53.0,2NPG
23501,EVS16.283,AVV,16.533,AVG,16.616,True,MOVE,marseille – avignon,2.0,2NPG
23502,EVS22.033,AVI,22.283,AVG,22.366,True,MOVE,marseille – avignon,2.0,2NPG
23503,EVS21.517,AVI,21.767,AVG,21.849999999999998,True,MOVE,marseille – avignon,2.0,2NPG
23504,EVS22.417,MSC,22.667,MBC,22.75,True,MOVE,marseille – avignon,2.0,2NPG
23505,EVS19.95,AVI,20.2,AVG,20.282999999999998,True,MOVE,marseille – avignon,2.0,2NPG
23506,EVS20.75,MAS,21.0,MAG,21.083,True,MOVE,marseille – avignon,1.0,2NPG
23507,EVS18.933,AVI,19.183,AVG,19.266,True,MOVE,marseille – avignon,2.0,2NPG
23508,EVS21.75,MAS,22.0,MAG,22.083,True,MOVE,marseille – avignon,1.0,2NPG
23509,EVS19.517,AVI,19.767,AVG,19.849999999999998,True,MOVE,marseille – avignon,2.0,2NPG
23510,EVS19.883,MSC,20.133,MBC,20.215999999999998,True,MOVE,marseille – avignon,2.0,2NPG
23511,EVS20.5,AVI,20.75,AVG,20.833,True,MOVE,marseille – avignon,2.0,2NPG
84501,880666,GAG,4.25,SIS,5.5,True,MOVE,marseille – briancon,78.0,REG
84502,EVM5.117GAP,GAG,4.784,GAP,4.867,True,MOVE,marseille – briancon,0.4,REG
84502,17421,GAP,5.117,MSC,8.317,False,MOVE,marseille – briancon,222.0,REG
84503,EVM5.617GAP,GAG,5.284,GAP,5.367,True,MOVE,marseille – briancon,0.4,REG
84503,17425,GAP,5.617,MSC,8.8,False,MOVE,marseille – briancon,222.0,REG
84501,880693,SIS,5.783,MSC,7.817,False,MOVE,marseille – briancon,145.0,REG
84504,EVM6.233BRI,BRG,5.8999999999999995,BRI,5.983,True,MOVE,marseille – briancon,0.4,REG
84504,17364,BRI,6.233,VYN,7.85,False,MOVE,marseille – briancon,108.0,REG
84505,EVM7.683MSC,MBC,7.35,MSC,7.433,True,MOVE,marseille – briancon,2.0,REG
84505,17400,MSC,7.683,BRI,12.117,False,MOVE,marseille – briancon,303.0,REG
84506,EVM8.45BRI,BRG,8.116999999999999,BRI,8.2,True,MOVE,marseille – briancon,0.4,REG
84506,17433,BRI,8.45,MSC,12.817,False,MOVE,marseille – briancon,303.0,REG
84504,17455,VYN,9.05,BRI,10.983,False,MOVE,marseille – briancon,108.0,REG
84507,EVM9.667BRI,BRG,9.334,BRI,9.417,True,MOVE,marseille – briancon,0.4,REG
84507,17368,BRI,9.667,VYN,11.217,False,MOVE,marseille – briancon,108.0,REG
84507,17353,VYN,12.767,BRI,14.417,False,MOVE,marseille – briancon,108.0,REG
84504,EVI84504,BRI,11.233,BRG,11.316,True,MOVE,marseille – briancon,0.4,REG
84504,EVO84504,BRG,12.45,BRI,12.533,True,MOVE,marseille – briancon,0.4,REG
84504,17437,BRI,12.783,MSC,17.317,False,MOVE,marseille – briancon,303.0,REG
84501,EVI84501,MSC,8.067,MBC,8.15,True,MOVE,marseille – briancon,2.0,REG
84501,EVO84501,MBC,12.85,MSC,12.933,True,MOVE,marseille – briancon,2.0,REG
84501,17404,MSC,13.183,BRI,17.85,False,MOVE,marseille – briancon,303.0,REG
84505,EVI84505,BRI,12.367,BRG,12.450000000000001,True,MOVE,marseille – briancon,0.4,REG
84505,EVO84505,BRG,14.9,BRI,14.983,True,MOVE,marseille – briancon,0.4,REG
84505,17376,BRI,15.233,VYN,16.733,False,MOVE,marseille – briancon,108.0,REG
84502,EVI84502,MSC,8.567,MBC,8.65,True,MOVE,marseille – briancon,2.0,REG
84502,EVO84502,MBC,16.35,MSC,16.433,True,MOVE,marseille – briancon,2.0,REG
84502,17408,MSC,16.683,BRI,21.45,False,MOVE,marseille – briancon,303.0,REG
84505,17361,VYN,16.983,BRI,18.533,False,MOVE,marseille – briancon,108.0,REG
84507,EVI84507,BRI,14.667,BRG,14.75,True,MOVE,marseille – briancon,0.4,REG
84507,EVO84507,BRG,17.1,BRI,17.183,True,MOVE,marseille – briancon,0.4,REG
84507,17445,BRI,17.433,MSC,21.817,False,MOVE,marseille – briancon,303.0,REG
84503,EVI84503,MSC,9.05,MBC,9.133000000000001,True,MOVE,marseille – briancon,2.0,REG
84503,EVO84503,MBC,17.35,MSC,17.433,True,MOVE,marseille – briancon,2.0,REG
84503,880692,MSC,17.683,SIS,19.75,False,MOVE,marseille – briancon,145.0,REG
84504,EVI84504,MSC,17.567,MBC,17.65,True,MOVE,marseille – briancon,2.0,REG
84504,EVO84504,MBC,18.35,MSC,18.433,True,MOVE,marseille – briancon,2.0,REG
84504,17416,MSC,18.683,GAP,21.817,False,MOVE,marseille – briancon,222.0,REG
84506,EVI84506,MSC,13.067,MBC,13.15,True,MOVE,marseille – briancon,2.0,REG
84506,EVO84506,MBC,18.35,MSC,18.433,True,MOVE,marseille – briancon,2.0,REG
84506,17416,MSC,18.683,GAP,21.817,False,MOVE,marseille – briancon,222.0,REG
84503,880555,SIS,20.0,GAG,21.25,True,MOVE,marseille – briancon,78.0,REG
84501,EVS17.85,BRI,18.1,BRG,18.183,True,MOVE,marseille – briancon,0.4,REG
84502,EVS21.45,BRI,21.7,BRG,21.782999999999998,True,MOVE,marseille – briancon,0.4,REG
84504,EVS21.817,GAP,22.067,GAG,22.15,True,MOVE,marseille – briancon,0.4,REG
84505,EVS18.533,BRI,18.783,BRG,18.866,True,MOVE,marseille – briancon,0.4,REG
84506,EVS21.817,GAP,22.067,GAG,22.15,True,MOVE,marseille – briancon,0.4,REG
84507,EVS21.817,MSC,22.067,MBC,22.15,True,MOVE,marseille – briancon,2.0,REG
81525,EVM5.567MAS,MAG,5.234,MAS,5.317,True,MOVE,marseille – miramas – via – cote – bleue,1.0,BGC
81525,879703,MAS,5.567,MSC,7.033,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81526,EVM5.867MSC,MBC,5.534,MSC,5.617,True,MOVE,marseille – miramas – via – cote – bleue,2.0,BGC
81526,879704,MSC,5.867,MAS,7.267,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81527,EVM6.133MAS,MAG,5.8,MAS,5.883,True,MOVE,marseille – miramas – via – cote – bleue,1.0,BGC
81527,879707,MAS,6.133,MSC,7.617,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
84508,EVM6.567MAS,MAG,6.234,MAS,6.317,True,MOVE,marseille – miramas – via – cote – bleue,1.0,REG
84508,879711,MAS,6.567,MSC,8.033,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
84509,EVM6.733MSC,MBC,6.3999999999999995,MSC,6.483,True,MOVE,marseille – miramas – via – cote – bleue,2.0,REG
84509,879708,MSC,6.733,MAS,8.15,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
84510,EVM7.133MAS,MAG,6.8,MAS,6.883,True,MOVE,marseille – miramas – via – cote – bleue,1.0,REG
84510,879715,MAS,7.133,MSC,8.617,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
81526,879719,MAS,7.567,MSC,9.033,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81525,879712,MSC,7.733,MAS,9.167,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
84509,879723,MAS,8.567,MSC,10.033,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
81527,879716,MSC,8.733,MAS,10.15,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81525,EVI81525,MAS,9.417,MAG,9.5,True,MOVE,marseille – miramas – via – cote – bleue,1.0,BGC
81525,EVO81525,MAG,10.234,MAS,10.317,True,MOVE,marseille – miramas – via – cote – bleue,1.0,BGC
81525,879727,MAS,10.567,MSC,12.033,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81526,EVI81526,MSC,9.283,MBC,9.366,True,MOVE,marseille – miramas – via – cote – bleue,2.0,BGC
81526,EVO81526,MBC,10.534,MSC,10.617,True,MOVE,marseille – miramas – via – cote – bleue,2.0,BGC
81526,879724,MSC,10.867,MAS,12.267,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81526,879731,MAS,12.567,MSC,14.033,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81525,879728,MSC,12.817,MAS,14.267,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81526,879732,MSC,14.25,MAS,15.717,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81525,879735,MAS,14.567,MSC,16.033,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81526,879739,MAS,16.0,MSC,17.383,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
81525,879738,MSC,16.383,MAS,17.85,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
84508,EVI84508,MSC,8.283,MBC,8.366,True,MOVE,marseille – miramas – via – cote – bleue,2.0,REG
84508,EVO84508,MBC,16.334000000000003,MSC,16.417,True,MOVE,marseille – miramas – via – cote – bleue,2.0,REG
84508,879740,MSC,16.667,MAS,18.267,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
81527,EVI81527,MAS,10.4,MAG,10.483,True,MOVE,marseille – miramas – via – cote – bleue,1.0,BGC
81527,EVO81527,MAG,16.400000000000002,MAS,16.483,True,MOVE,marseille – miramas – via – cote – bleue,1.0,BGC
81527,879745,MAS,16.733,MSC,18.167,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
84509,EVI84509,MSC,10.283,MBC,10.366,True,MOVE,marseille – miramas – via – cote – bleue,2.0,REG
84509,EVO84509,MBC,17.134,MSC,17.217,True,MOVE,marseille – miramas – via – cote – bleue,2.0,REG
84509,879744,MSC,17.467,MAS,18.867,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
81526,879748,MSC,17.733,MAS,19.267,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
84511,EVM17.733MAS,MAG,17.400000000000002,MAS,17.483,True,MOVE,marseille – miramas – via – cote – bleue,1.0,REG
84511,879749,MAS,17.733,MSC,19.217,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
84510,EVI84510,MSC,8.867,MBC,8.950000000000001,True,MOVE,marseille – miramas – via – cote – bleue,2.0,REG
84510,EVO84510,MBC,18.034000000000002,MSC,18.117,True,MOVE,marseille – miramas – via – cote – bleue,2.0,REG
84510,879752,MSC,18.367,MAS,19.85,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
81525,999998,MAS,18.5,MBC,19.0,True,MOVE,marseille – miramas – via – cote – bleue,54.0,BGC
84508,879755,MAS,18.733,MSC,20.2,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
81527,879756,MSC,18.867,MAS,20.267,False,MOVE,marseille – miramas – via – cote – bleue,53.0,BGC
84511,879760,MSC,19.867,MAS,21.267,False,MOVE,marseille – miramas – via – cote – bleue,53.0,REG
81526,EVS19.267,MAS,19.517,MAG,19.599999999999998,True,MOVE,marseille – miramas – via – cote – bleue,1.0,BGC
81527,EVS20.267,MAS,20.517,MAG,20.599999999999998,True,MOVE,marseille – miramas – via – cote – bleue,1.0,BGC
84508,EVS20.2,MSC,20.45,MBC,20.532999999999998,True,MOVE,marseille – miramas – via – cote – bleue,2.0,REG
84509,EVS18.867,MAS,19.117,MAG,19.2,True,MOVE,marseille – miramas – via – cote – bleue,1.0,REG
84510,EVS19.85,MAS,20.1,MAG,20.183,True,MOVE,marseille – miramas – via – cote – bleue,1.0,REG
84511,EVS21.267,MAS,21.517,MAG,21.599999999999998,True,MOVE,marseille – miramas – via – cote – bleue,1.0,REG
23512,881499,TLG,5.5,HYE,5.66,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,20.0,2NPG
23513,881498,TLG,5.5,HYE,5.66,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,20.0,2NPG
23514,EVM5.933TLN,TLG,5.6,TLN,5.683,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23514,881412,TLN,5.933,MSC,6.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23515,EVM5.933TLN,TLG,5.6,TLN,5.683,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23515,881412,TLN,5.933,MSC,6.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23512,881600,HYE,6.033,MSC,7.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23516,EVM6.033MSC,MBC,5.7,MSC,5.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23516,881603,MSC,6.033,HYE,7.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23517,EVM6.367TLN,TLG,6.034,TLN,6.117,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23517,881416,TLN,6.367,MSC,7.25,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23518,EVM6.367TLN,TLG,6.034,TLN,6.117,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23518,881416,TLN,6.367,MSC,7.25,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23519,EVM6.367TLN,TLG,6.034,TLN,6.117,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23519,881416,TLN,6.367,MSC,7.25,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23520,EVM6.533MSC,MBC,6.2,MSC,6.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23520,881605,MSC,6.533,HYE,7.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23513,881602,HYE,6.533,MSC,7.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23521,EVM6.633LAC,LAG,6.3,LAC,6.383,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23521,881656,LAC,6.633,MSC,8.75,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,135.0,2NPG
23522,EVM6.633LAC,LAG,6.3,LAC,6.383,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23522,881656,LAC,6.633,MSC,8.75,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,135.0,2NPG
23523,EVM6.867TLN,TLG,6.534,TLN,6.617,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23523,881652,TLN,6.867,MSC,7.75,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23524,EVM7.033HYE,HYG,6.7,HYE,6.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23524,881604,HYE,7.033,MSC,8.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23525,EVM7.033HYE,HYG,6.7,HYE,6.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23525,881604,HYE,7.033,MSC,8.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23526,EVM7.067MSC,MBC,6.734,MSC,6.817,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23526,881405,MSC,7.067,TLN,8.017,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23527,881677,TLG,7.5,HYE,7.67,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,20.0,2NPG
23528,881677,TLG,7.5,HYE,7.67,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,20.0,2NPG
23514,881607,MSC,7.533,HYE,8.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23529,EVM7.533HYE,HYG,7.2,HYE,7.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23529,881606,HYE,7.533,MSC,8.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23516,111111,HYE,8.0,MSC,8.75,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23527,881608,HYE,8.033,MSC,9.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23512,881409,MSC,8.033,TLN,9.033,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23528,881608,HYE,8.033,MSC,9.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23526,881499,TLN,8.5,MSC,10.0,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23520,881610,HYE,8.533,MSC,9.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23513,881609,MSC,8.533,HYE,9.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23530,EVM8.533HYE,HYG,8.2,HYE,8.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23530,881610,HYE,8.533,MSC,9.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23515,EVI23515,MSC,7.2,MBC,7.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23515,EVO23515,MBC,9.2,MSC,9.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23515,881611,MSC,9.533,TLN,10.533,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23514,881612,HYE,9.533,MSC,10.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23516,EVI23516,MSC,9.0,MBC,9.083,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23516,EVO23516,MBC,9.7,MSC,9.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23516,881613,MSC,10.033,HYE,11.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23517,EVI23517,MSC,7.5,MBC,7.583,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23517,EVO23517,MBC,10.084,MSC,10.167,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23517,881615,MSC,10.417,TLN,11.617,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23512,EVI23512,TLN,9.283,TLG,9.366,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23512,EVO23512,TLG,10.1,TLN,10.183,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23512,881426,TLN,10.433,MSC,11.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23513,881616,HYE,11.033,MSC,12.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23518,EVI23518,MSC,7.5,MBC,7.583,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23518,EVO23518,MBC,10.7,MSC,10.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23518,881617,MSC,11.033,HYE,12.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23514,881619,MSC,11.533,TLN,12.533,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23515,EVI23515,TLN,10.783,TLG,10.866,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23515,EVO23515,TLG,11.6,TLN,11.683,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23515,881618,TLN,11.933,MSC,12.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23516,881620,HYE,12.033,MSC,13.6,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23512,881621,MSC,12.033,HYE,13.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23519,EVI23519,MSC,7.5,MBC,7.583,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23519,EVO23519,MBC,12.0,MSC,12.083,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23519,881439,MSC,12.333,TLN,13.533,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23514,881622,TLN,12.933,MSC,13.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23513,881623,MSC,13.033,HYE,14.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
